saleID,saleDate,productID,productName,productCategory,productColor,productSize,quantity,unitPrice,costPrice,totalAmount,totalCost,customerID,customerName,location,locationLatitude,locationLongitude,salespersonID,salespersonName,status,salesChannel
S04849,10-04-2023 20:25,P1348,Women's_348,Women's Dresses,Maroon,XL,3,1816.81,1584,5450.43,4752,C24848,Meena_4848,Chennai,13.0827,80.2707,SP117,Salesperson_17,Shipped,online
S04850,18-09-2024 19:24,P1349,Women's_349,Women's Dresses,Pink,S,3,416.01,374.35,1248.03,1123.05,C24849,Anu_4849,Coimbatore,11.0168,76.9558,SP126,Salesperson_26,Cancelled,in-store
S04851,29-01-2024 20:03,P1350,Sportswear_350,Sportswear,Maroon,XXL,1,991.45,650.86,991.45,650.86,C24850,Karthik_4850,Coimbatore,11.0168,76.9558,SP133,Salesperson_33,Returned,mobile_app
S04852,12-08-2024 12:33,P1351,Kurta_351,Kurta,Red,M,1,890.62,792.77,890.62,792.77,C24851,Lakshmi_4851,Chennai,13.0827,80.2707,SP142,Salesperson_42,Cancelled,in-store
S04853,07-07-2023 12:32,P1352,Kurta_352,Kurta,Yellow,L,3,2307.4,2046.35,6922.2,6139.05,C24852,Sanjay_4852,Madurai,9.9252,78.1198,SP124,Salesperson_24,Shipped,mobile_app
S04854,22-10-2023 13:18,P1353,Kid's_353,Kid's Wear,Maroon,XS,2,2281.16,1780.81,4562.32,3561.62,C24853,Aarav_4853,Vellore,12.9165,79.1325,SP109,Salesperson_9,Shipped,online
S04855,03-02-2023 14:04,P1354,Kid's_354,Kid's Wear,Red,XXL,1,778.45,654.5,778.45,654.5,C24854,Lakshmi_4854,Coimbatore,11.0168,76.9558,SP143,Salesperson_43,Returned,in-store
S04856,01-06-2024 14:41,P1355,Sportswear_355,Sportswear,Green,XXL,1,361.64,271.75,361.64,271.75,C24855,Meena_4855,Vellore,12.9165,79.1325,SP113,Salesperson_13,Returned,mobile_app
S04857,12-10-2023 11:29,P1356,Kurta_356,Kurta,White,XS,2,1611.74,1204.21,3223.48,2408.42,C24856,Ravi_4856,Tiruchirappalli,10.7905,78.7047,SP146,Salesperson_46,Paid,online
S04858,14-04-2024 16:48,P1357,Jeans_357,Jeans,Red,L,1,2326.79,1975.54,2326.79,1975.54,C24857,Sathish_4857,Vellore,12.9165,79.1325,SP133,Salesperson_33,Cancelled,in-store
S04859,28-06-2023 16:36,P1358,Sarees_358,Sarees,Blue,XXL,1,266.42,194.78,266.42,194.78,C24858,Vishal_4858,Tirunelveli,8.7139,77.7567,SP118,Salesperson_18,Cancelled,mobile_app
S04860,25-01-2024 21:52,P1359,Jeans_359,Jeans,Pink,L,1,379.97,317.06,379.97,317.06,C24859,Ganesh_4859,Coimbatore,11.0168,76.9558,SP116,Salesperson_16,Shipped,in-store
S04861,24-08-2024 16:08,P1360,Sportswear_360,Sportswear,White,XL,3,792.69,700.11,2378.07,2100.33,C24860,Aarav_4860,Erode,11.34,77.7172,SP124,Salesperson_24,Cancelled,in-store
S04862,19-06-2024 19:51,P1361,Kurta_361,Kurta,Grey,M,3,542.62,481.12,1627.86,1443.36,C24861,Diya_4861,Tirunelveli,8.7139,77.7567,SP148,Salesperson_48,Shipped,online
S04863,03-02-2024 18:53,P1362,Women's_362,Women's Dresses,Blue,L,4,702.32,433.63,2809.28,1734.52,C24862,Vishal_4862,Tirunelveli,8.7139,77.7567,SP127,Salesperson_27,Paid,online
S04864,24-08-2024 21:34,P1363,Sarees_363,Sarees,Yellow,L,1,1488.87,1119.62,1488.87,1119.62,C24863,Meena_4863,Salem,11.6643,78.146,SP115,Salesperson_15,Paid,online
S04865,27-02-2024 19:33,P1364,Men's_364,Men's Shirts,Grey,S,1,1665.84,1008.23,1665.84,1008.23,C24864,Sathish_4864,Madurai,9.9252,78.1198,SP101,Salesperson_1,Paid,online
S04866,26-07-2023 21:08,P1365,Kid's_365,Kid's Wear,Yellow,XL,3,2291.1,1996.1,6873.3,5988.3,C24865,Bhuvana_4865,Tirunelveli,8.7139,77.7567,SP127,Salesperson_27,Returned,in-store
S04867,24-06-2024 14:09,P1366,Jeans_366,Jeans,Black,L,2,1119.33,836.66,2238.66,1673.32,C24866,Devi_4866,Vellore,12.9165,79.1325,SP130,Salesperson_30,Pending,third-party
S04868,20-05-2023 20:42,P1367,Men's_367,Men's Shirts,Black,XS,3,2352.17,1878.09,7056.51,5634.27,C24867,Priya_4867,Vellore,12.9165,79.1325,SP144,Salesperson_44,Cancelled,in-store
S04869,26-05-2024 16:50,P1368,Sportswear_368,Sportswear,Blue,XL,1,435.74,294.03,435.74,294.03,C24868,Sanjay_4868,Madurai,9.9252,78.1198,SP126,Salesperson_26,Paid,online
S04870,13-08-2023 17:14,P1369,Sarees_369,Sarees,White,XL,3,1066.4,817.62,3199.2,2452.86,C24869,Ravi_4869,Madurai,9.9252,78.1198,SP100,Salesperson_0,Paid,in-store
S04871,20-03-2023 15:27,P1370,Kid's_370,Kid's Wear,White,XXL,1,1733.69,1120.65,1733.69,1120.65,C24870,Aarav_4870,Madurai,9.9252,78.1198,SP123,Salesperson_23,Returned,mobile_app
S04872,05-02-2023 16:04,P1371,Sarees_371,Sarees,Yellow,XS,2,1641.93,1019.56,3283.86,2039.12,C24871,Lakshmi_4871,Chennai,13.0827,80.2707,SP121,Salesperson_21,Returned,in-store
S04873,28-03-2023 16:23,P1372,Men's_372,Men's Shirts,Maroon,XXL,1,381.35,259.18,381.35,259.18,C24872,Devi_4872,Chennai,13.0827,80.2707,SP142,Salesperson_42,Cancelled,in-store
S04874,19-03-2024 18:07,P1373,Jeans_373,Jeans,Grey,L,2,1729.46,1196.18,3458.92,2392.36,C24873,Lakshmi_4873,Vellore,12.9165,79.1325,SP115,Salesperson_15,Cancelled,in-store
S04875,23-06-2023 19:58,P1374,Sportswear_374,Sportswear,Green,M,4,289.4,218.74,1157.6,874.96,C24874,Priya_4874,Coimbatore,11.0168,76.9558,SP125,Salesperson_25,Pending,in-store
S04876,19-04-2023 21:15,P1375,Men's_375,Men's Shirts,Black,M,3,667.94,581.86,2003.82,1745.58,C24875,Meena_4875,Tiruchirappalli,10.7905,78.7047,SP149,Salesperson_49,Paid,in-store
S04877,05-05-2024 18:56,P1376,Men's_376,Men's Shirts,Red,XL,2,396.46,325.41,792.92,650.82,C24876,Diya_4876,Salem,11.6643,78.146,SP114,Salesperson_14,Returned,in-store
S04878,04-01-2023 15:37,P1377,Kid's_377,Kid's Wear,White,XL,4,490.28,408.64,1961.12,1634.56,C24877,Ganesh_4877,Tiruchirappalli,10.7905,78.7047,SP101,Salesperson_1,Shipped,online
S04879,30-07-2023 11:33,P1378,T-Shirts_378,T-Shirts,Blue,L,3,2266.47,1563.24,6799.41,4689.72,C24878,Sathish_4878,Erode,11.34,77.7172,SP120,Salesperson_20,Returned,in-store
S04880,09-09-2023 21:12,P1379,Kurta_379,Kurta,Pink,S,4,1093.57,910.12,4374.28,3640.48,C24879,Anu_4879,Vellore,12.9165,79.1325,SP144,Salesperson_44,Pending,online
S04881,26-03-2023 15:41,P1380,Sarees_380,Sarees,Blue,XL,2,939.77,581.18,1879.54,1162.36,C24880,Sathish_4880,Erode,11.34,77.7172,SP110,Salesperson_10,Pending,in-store
S04882,31-03-2024 13:13,P1381,Sarees_381,Sarees,Green,L,2,2315.73,1466.57,4631.46,2933.14,C24881,Sanjay_4881,Tirunelveli,8.7139,77.7567,SP140,Salesperson_40,Shipped,in-store
S04883,19-01-2024 18:04,P1382,Men's_382,Men's Shirts,Red,S,2,1148.7,884.98,2297.4,1769.96,C24882,Kavin_4882,Tiruchirappalli,10.7905,78.7047,SP102,Salesperson_2,Pending,online
S04884,15-01-2024 10:50,P1383,Jeans_383,Jeans,White,XS,3,2475.3,2017.95,7425.9,6053.85,C24883,Karthik_4883,Erode,11.34,77.7172,SP147,Salesperson_47,Shipped,third-party
S04885,07-10-2024 15:08,P1384,Sportswear_384,Sportswear,Blue,S,1,517.43,317.21,517.43,317.21,C24884,Karthik_4884,Coimbatore,11.0168,76.9558,SP142,Salesperson_42,Returned,mobile_app
S04886,09-01-2023 13:04,P1385,Men's_385,Men's Shirts,White,XS,4,2188.89,1330.2,8755.56,5320.8,C24885,Ganesh_4885,Madurai,9.9252,78.1198,SP149,Salesperson_49,Cancelled,third-party
S04887,12-03-2024 17:05,P1386,Men's_386,Men's Shirts,Yellow,XS,1,942.72,676.98,942.72,676.98,C24886,Priya_4886,Erode,11.34,77.7172,SP127,Salesperson_27,Paid,in-store
S04888,02-09-2024 14:29,P1387,Women's_387,Women's Dresses,Green,S,2,2131.06,1594.99,4262.12,3189.98,C24887,Sathish_4887,Madurai,9.9252,78.1198,SP131,Salesperson_31,Cancelled,in-store
S04889,22-01-2023 18:22,P1388,T-Shirts_388,T-Shirts,White,L,3,2498.64,1602.98,7495.92,4808.94,C24888,Lakshmi_4888,Chennai,13.0827,80.2707,SP137,Salesperson_37,Cancelled,mobile_app
S04890,03-10-2023 19:01,P1389,Kurta_389,Kurta,Black,L,2,1744.69,1467.36,3489.38,2934.72,C24889,Diya_4889,Tirunelveli,8.7139,77.7567,SP108,Salesperson_8,Shipped,in-store
S04891,21-03-2023 20:23,P1390,Kurta_390,Kurta,Yellow,XL,3,293,227.45,879,682.35,C24890,Sanjay_4890,Salem,11.6643,78.146,SP119,Salesperson_19,Returned,in-store
S04892,14-08-2023 14:07,P1391,Kid's_391,Kid's Wear,Red,S,1,488.1,328.73,488.1,328.73,C24891,Kavin_4891,Salem,11.6643,78.146,SP144,Salesperson_44,Cancelled,online
S04893,28-03-2023 11:52,P1392,Kid's_392,Kid's Wear,White,XL,4,259.48,172.37,1037.92,689.48,C24892,Anu_4892,Erode,11.34,77.7172,SP112,Salesperson_12,Paid,third-party
S04894,19-03-2024 21:00,P1393,Jeans_393,Jeans,Grey,S,2,1415.5,985.28,2831,1970.56,C24893,Ravi_4893,Coimbatore,11.0168,76.9558,SP119,Salesperson_19,Returned,in-store
S04895,03-03-2024 20:46,P1394,Men's_394,Men's Shirts,Black,XS,1,1109.73,935.92,1109.73,935.92,C24894,Bhuvana_4894,Coimbatore,11.0168,76.9558,SP134,Salesperson_34,Paid,online
S04896,30-11-2023 10:56,P1395,Kid's_395,Kid's Wear,Pink,XXL,3,1574.67,1359.41,4724.01,4078.23,C24895,Priya_4895,Coimbatore,11.0168,76.9558,SP116,Salesperson_16,Paid,online
S04897,21-02-2023 16:49,P1396,Jeans_396,Jeans,Pink,XS,3,1268.81,786.18,3806.43,2358.54,C24896,Priya_4896,Coimbatore,11.0168,76.9558,SP101,Salesperson_1,Returned,online
S04898,21-11-2023 12:16,P1397,Sportswear_397,Sportswear,Blue,XL,2,2164.8,1355.63,4329.6,2711.26,C24897,Sathish_4897,Coimbatore,11.0168,76.9558,SP106,Salesperson_6,Cancelled,online
S04899,12-03-2023 17:57,P1398,Kid's_398,Kid's Wear,Yellow,L,3,1879.81,1361.21,5639.43,4083.63,C24898,Lakshmi_4898,Madurai,9.9252,78.1198,SP119,Salesperson_19,Shipped,in-store
S04900,12-05-2023 17:39,P1399,Kurta_399,Kurta,Maroon,XL,1,2085.75,1686.32,2085.75,1686.32,C24899,Lakshmi_4899,Tiruchirappalli,10.7905,78.7047,SP118,Salesperson_18,Paid,in-store
S04901,16-01-2023 11:08,P1400,Men's_400,Men's Shirts,Black,M,3,1286.71,853.63,3860.13,2560.89,C24900,Diya_4900,Salem,11.6643,78.146,SP105,Salesperson_5,Pending,online
S04902,27-02-2024 12:29,P1401,Women's_401,Women's Dresses,Maroon,XS,1,1323.25,850.37,1323.25,850.37,C24901,Diya_4901,Coimbatore,11.0168,76.9558,SP119,Salesperson_19,Paid,in-store
S04903,28-07-2024 14:41,P1402,Sarees_402,Sarees,Blue,XXL,1,2482.35,1566.53,2482.35,1566.53,C24902,Devi_4902,Tiruchirappalli,10.7905,78.7047,SP110,Salesperson_10,Returned,online
S04904,28-09-2023 12:57,P1403,Women's_403,Women's Dresses,Grey,XL,3,1428.22,1249.42,4284.66,3748.26,C24903,Lakshmi_4903,Chennai,13.0827,80.2707,SP119,Salesperson_19,Returned,mobile_app
S04905,06-09-2024 12:08,P1404,Sportswear_404,Sportswear,Red,XL,4,2175.82,1938.71,8703.28,7754.84,C24904,Karthik_4904,Erode,11.34,77.7172,SP100,Salesperson_0,Cancelled,online
S04906,16-09-2024 12:13,P1405,T-Shirts_405,T-Shirts,Red,L,2,1320.2,1157,2640.4,2314,C24905,Ravi_4905,Coimbatore,11.0168,76.9558,SP118,Salesperson_18,Cancelled,in-store
S04907,06-02-2024 18:20,P1406,Sportswear_406,Sportswear,Maroon,S,1,356.08,243.34,356.08,243.34,C24906,Diya_4906,Chennai,13.0827,80.2707,SP112,Salesperson_12,Paid,mobile_app
S04908,15-06-2023 14:25,P1407,T-Shirts_407,T-Shirts,Yellow,L,1,1889.11,1226.8,1889.11,1226.8,C24907,Vishal_4907,Tirunelveli,8.7139,77.7567,SP130,Salesperson_30,Pending,online
S04909,02-05-2024 18:00,P1408,Kid's_408,Kid's Wear,Grey,M,3,1540.82,1322.41,4622.46,3967.23,C24908,Lakshmi_4908,Vellore,12.9165,79.1325,SP138,Salesperson_38,Returned,online
S04910,10-02-2024 20:18,P1409,Men's_409,Men's Shirts,Grey,XXL,1,2084.9,1490.19,2084.9,1490.19,C24909,Vishal_4909,Chennai,13.0827,80.2707,SP114,Salesperson_14,Pending,in-store
S04911,28-02-2024 18:19,P1410,Sportswear_410,Sportswear,White,M,1,850.1,660.27,850.1,660.27,C24910,Sathish_4910,Vellore,12.9165,79.1325,SP100,Salesperson_0,Cancelled,online
S04912,04-04-2023 14:01,P1411,Jeans_411,Jeans,Black,XL,4,1893.56,1329.04,7574.24,5316.16,C24911,Diya_4911,Tiruchirappalli,10.7905,78.7047,SP125,Salesperson_25,Cancelled,in-store
S04913,20-03-2023 15:05,P1412,T-Shirts_412,T-Shirts,Blue,S,2,1709.95,1287.35,3419.9,2574.7,C24912,Bhuvana_4912,Erode,11.34,77.7172,SP119,Salesperson_19,Paid,online
S04914,03-06-2023 21:03,P1413,Men's_413,Men's Shirts,Pink,XS,2,257.87,228.67,515.74,457.34,C24913,Meena_4913,Madurai,9.9252,78.1198,SP127,Salesperson_27,Shipped,in-store
S04915,16-02-2023 17:06,P1414,Sarees_414,Sarees,Black,XS,1,2124.56,1874.74,2124.56,1874.74,C24914,Devi_4914,Chennai,13.0827,80.2707,SP122,Salesperson_22,Shipped,online
S04916,20-07-2023 14:01,P1415,Kurta_415,Kurta,Black,XS,2,2290.54,1889.3,4581.08,3778.6,C24915,Lakshmi_4915,Chennai,13.0827,80.2707,SP105,Salesperson_5,Paid,online
S04917,16-07-2024 14:51,P1416,Kurta_416,Kurta,Yellow,M,2,605.34,453.76,1210.68,907.52,C24916,Priya_4916,Coimbatore,11.0168,76.9558,SP110,Salesperson_10,Returned,in-store
S04918,19-08-2024 16:15,P1417,Jeans_417,Jeans,Pink,XS,2,1516.96,929.57,3033.92,1859.14,C24917,Priya_4917,Salem,11.6643,78.146,SP101,Salesperson_1,Paid,third-party
S04919,01-02-2024 16:47,P1418,T-Shirts_418,T-Shirts,Grey,M,4,2151.36,1637.02,8605.44,6548.08,C24918,Anu_4918,Erode,11.34,77.7172,SP129,Salesperson_29,Cancelled,online
S04920,26-02-2024 12:44,P1419,T-Shirts_419,T-Shirts,Maroon,L,2,1445.05,1006.18,2890.1,2012.36,C24919,Sanjay_4919,Salem,11.6643,78.146,SP132,Salesperson_32,Returned,in-store
S04921,09-12-2023 16:05,P1420,Women's_420,Women's Dresses,Grey,XS,1,1659.31,1378.62,1659.31,1378.62,C24920,Ganesh_4920,Tiruchirappalli,10.7905,78.7047,SP125,Salesperson_25,Paid,online
S04922,28-02-2023 13:39,P1421,Men's_421,Men's Shirts,Red,L,1,2044.5,1440.69,2044.5,1440.69,C24921,Sanjay_4921,Vellore,12.9165,79.1325,SP100,Salesperson_0,Paid,online
S04923,12-01-2023 10:06,P1422,Sportswear_422,Sportswear,Grey,S,1,1682.95,1449.25,1682.95,1449.25,C24922,Lakshmi_4922,Vellore,12.9165,79.1325,SP120,Salesperson_20,Cancelled,in-store
S04924,06-04-2024 16:58,P1423,T-Shirts_423,T-Shirts,Black,S,1,927.51,602.59,927.51,602.59,C24923,Bhuvana_4923,Chennai,13.0827,80.2707,SP128,Salesperson_28,Cancelled,online
S04925,24-04-2024 13:57,P1424,Women's_424,Women's Dresses,Blue,XS,2,652.5,412.94,1305,825.88,C24924,Ravi_4924,Coimbatore,11.0168,76.9558,SP136,Salesperson_36,Shipped,in-store
S04926,27-07-2023 19:39,P1425,Men's_425,Men's Shirts,Red,M,1,1955.02,1291.52,1955.02,1291.52,C24925,Sathish_4925,Chennai,13.0827,80.2707,SP110,Salesperson_10,Paid,in-store
S04927,30-06-2024 21:12,P1426,T-Shirts_426,T-Shirts,White,M,1,932.15,585.62,932.15,585.62,C24926,Diya_4926,Tirunelveli,8.7139,77.7567,SP121,Salesperson_21,Cancelled,mobile_app
S04928,16-07-2023 18:39,P1427,Kurta_427,Kurta,Grey,M,1,602.47,479.31,602.47,479.31,C24927,Meena_4927,Tiruchirappalli,10.7905,78.7047,SP114,Salesperson_14,Cancelled,in-store
S04929,29-01-2024 11:24,P1428,T-Shirts_428,T-Shirts,Pink,XXL,1,2449.87,1621.06,2449.87,1621.06,C24928,Ganesh_4928,Tirunelveli,8.7139,77.7567,SP123,Salesperson_23,Pending,mobile_app
S04930,11-01-2024 10:42,P1429,Jeans_429,Jeans,Blue,L,1,277.06,210.06,277.06,210.06,C24929,Sanjay_4929,Chennai,13.0827,80.2707,SP113,Salesperson_13,Pending,online
S04931,09-07-2023 19:13,P1430,Sarees_430,Sarees,Black,XS,1,968.38,762.89,968.38,762.89,C24930,Ganesh_4930,Chennai,13.0827,80.2707,SP119,Salesperson_19,Cancelled,mobile_app
S04932,30-05-2024 16:34,P1431,Kid's_431,Kid's Wear,Pink,XXL,4,765.32,494.89,3061.28,1979.56,C24931,Priya_4931,Tirunelveli,8.7139,77.7567,SP113,Salesperson_13,Shipped,in-store
S04933,29-03-2023 16:40,P1432,Women's_432,Women's Dresses,Grey,XXL,2,484.29,384.68,968.58,769.36,C24932,Bhuvana_4932,Vellore,12.9165,79.1325,SP115,Salesperson_15,Paid,in-store
S04934,29-12-2023 14:19,P1433,Sportswear_433,Sportswear,Black,XL,1,2331.65,2078.89,2331.65,2078.89,C24933,Bhuvana_4933,Salem,11.6643,78.146,SP148,Salesperson_48,Shipped,in-store
S04935,03-04-2023 20:19,P1434,Kid's_434,Kid's Wear,White,XL,2,2365.8,1863.66,4731.6,3727.32,C24934,Ravi_4934,Madurai,9.9252,78.1198,SP112,Salesperson_12,Cancelled,mobile_app
S04936,10-02-2024 14:07,P1435,Sarees_435,Sarees,Maroon,L,4,1068.6,754.21,4274.4,3016.84,C24935,Bhuvana_4935,Tirunelveli,8.7139,77.7567,SP142,Salesperson_42,Pending,in-store
S04937,09-08-2023 21:02,P1436,Kid's_436,Kid's Wear,Grey,XXL,1,808.58,701.96,808.58,701.96,C24936,Sanjay_4936,Erode,11.34,77.7172,SP135,Salesperson_35,Shipped,online
S04938,04-03-2023 14:24,P1437,Women's_437,Women's Dresses,White,XXL,3,869.4,676.12,2608.2,2028.36,C24937,Diya_4937,Tiruchirappalli,10.7905,78.7047,SP117,Salesperson_17,Cancelled,mobile_app
S04939,14-05-2024 21:54,P1438,Jeans_438,Jeans,Blue,L,2,1640.39,1197.7,3280.78,2395.4,C24938,Ganesh_4938,Erode,11.34,77.7172,SP128,Salesperson_28,Paid,in-store
S04940,11-08-2023 12:36,P1439,Kurta_439,Kurta,Red,M,1,1801.62,1304.32,1801.62,1304.32,C24939,Karthik_4939,Coimbatore,11.0168,76.9558,SP130,Salesperson_30,Pending,in-store
S04941,11-02-2023 18:38,P1440,Sarees_440,Sarees,Grey,XL,2,1073.37,793.06,2146.74,1586.12,C24940,Kavin_4940,Coimbatore,11.0168,76.9558,SP145,Salesperson_45,Paid,in-store
S04942,11-04-2024 18:28,P1441,Kurta_441,Kurta,Green,M,1,1447.82,1079.44,1447.82,1079.44,C24941,Aarav_4941,Erode,11.34,77.7172,SP144,Salesperson_44,Cancelled,online
S04943,21-08-2024 16:34,P1442,Jeans_442,Jeans,Yellow,M,3,1832.77,1493.91,5498.31,4481.73,C24942,Priya_4942,Salem,11.6643,78.146,SP125,Salesperson_25,Pending,online
S04944,02-06-2023 19:01,P1443,Sportswear_443,Sportswear,Red,XS,1,273.86,199.77,273.86,199.77,C24943,Vishal_4943,Tirunelveli,8.7139,77.7567,SP123,Salesperson_23,Shipped,in-store
S04945,17-05-2024 16:38,P1444,Men's_444,Men's Shirts,Black,XL,1,283.65,189.21,283.65,189.21,C24944,Devi_4944,Tiruchirappalli,10.7905,78.7047,SP116,Salesperson_16,Pending,in-store
S04946,05-02-2024 20:22,P1445,Sportswear_445,Sportswear,Blue,XXL,2,2386.86,2035.34,4773.72,4070.68,C24945,Anu_4945,Erode,11.34,77.7172,SP125,Salesperson_25,Cancelled,in-store
S04947,28-06-2023 14:56,P1446,Kid's_446,Kid's Wear,Yellow,M,2,282.39,188.33,564.78,376.66,C24946,Kavin_4946,Chennai,13.0827,80.2707,SP121,Salesperson_21,Paid,in-store
S04948,20-10-2023 18:13,P1447,Kid's_447,Kid's Wear,Pink,XS,1,932.68,708.6,932.68,708.6,C24947,Aarav_4947,Chennai,13.0827,80.2707,SP142,Salesperson_42,Paid,in-store
S04949,13-01-2023 20:47,P1448,Women's_448,Women's Dresses,Red,XS,1,2346.44,1630.19,2346.44,1630.19,C24948,Bhuvana_4948,Tirunelveli,8.7139,77.7567,SP127,Salesperson_27,Paid,in-store
S04950,25-03-2024 19:44,P1449,Kurta_449,Kurta,Blue,XL,1,1406.12,1139.24,1406.12,1139.24,C24949,Ravi_4949,Tiruchirappalli,10.7905,78.7047,SP135,Salesperson_35,Returned,online
S04951,07-03-2024 20:32,P1450,T-Shirts_450,T-Shirts,Maroon,XS,1,1886.01,1434.09,1886.01,1434.09,C24950,Kavin_4950,Coimbatore,11.0168,76.9558,SP114,Salesperson_14,Paid,online
S04952,18-02-2023 20:57,P1451,Men's_451,Men's Shirts,Maroon,XL,3,1221.45,923.29,3664.35,2769.87,C24951,Kavin_4951,Tiruchirappalli,10.7905,78.7047,SP133,Salesperson_33,Returned,online
S04953,21-07-2023 15:44,P1452,Kurta_452,Kurta,Red,XXL,1,415.08,317.94,415.08,317.94,C24952,Lakshmi_4952,Erode,11.34,77.7172,SP130,Salesperson_30,Pending,mobile_app
S04954,28-03-2024 13:34,P1453,Jeans_453,Jeans,Black,XS,1,1796.36,1355.63,1796.36,1355.63,C24953,Aarav_4953,Salem,11.6643,78.146,SP142,Salesperson_42,Returned,online
S04955,06-08-2024 19:48,P1454,Women's_454,Women's Dresses,Grey,XXL,2,630.82,446.41,1261.64,892.82,C24954,Ganesh_4954,Vellore,12.9165,79.1325,SP140,Salesperson_40,Pending,in-store
S04956,24-01-2023 13:39,P1455,Kurta_455,Kurta,Yellow,M,1,1206.84,1011.23,1206.84,1011.23,C24955,Devi_4955,Erode,11.34,77.7172,SP104,Salesperson_4,Cancelled,online
S04957,17-03-2023 18:08,P1456,Kid's_456,Kid's Wear,Green,XS,2,221.31,151.14,442.62,302.28,C24956,Sanjay_4956,Madurai,9.9252,78.1198,SP108,Salesperson_8,Paid,mobile_app
S04958,03-04-2023 11:57,P1457,Kurta_457,Kurta,Black,XS,4,561.64,391.12,2246.56,1564.48,C24957,Anu_4957,Erode,11.34,77.7172,SP118,Salesperson_18,Paid,in-store
S04959,13-10-2023 13:56,P1458,Sportswear_458,Sportswear,Pink,XS,4,2182.58,1553.75,8730.32,6215,C24958,Lakshmi_4958,Tiruchirappalli,10.7905,78.7047,SP101,Salesperson_1,Pending,third-party
S04960,01-09-2023 19:17,P1459,Jeans_459,Jeans,Pink,M,2,1425.57,859.94,2851.14,1719.88,C24959,Sanjay_4959,Coimbatore,11.0168,76.9558,SP144,Salesperson_44,Shipped,online
S04961,25-06-2024 16:09,P1460,Jeans_460,Jeans,Pink,XL,2,1381.61,858.77,2763.22,1717.54,C24960,Meena_4960,Tirunelveli,8.7139,77.7567,SP140,Salesperson_40,Cancelled,online
S04962,14-10-2023 18:03,P1461,Women's_461,Women's Dresses,Pink,L,1,2114.35,1477.02,2114.35,1477.02,C24961,Priya_4961,Salem,11.6643,78.146,SP100,Salesperson_0,Pending,online
S04963,19-07-2023 21:40,P1462,Kid's_462,Kid's Wear,Black,XL,4,1820.99,1297.42,7283.96,5189.68,C24962,Lakshmi_4962,Coimbatore,11.0168,76.9558,SP145,Salesperson_45,Cancelled,in-store
S04964,27-03-2023 12:38,P1463,Jeans_463,Jeans,Green,M,2,394.13,284.45,788.26,568.9,C24963,Kavin_4963,Madurai,9.9252,78.1198,SP140,Salesperson_40,Shipped,mobile_app
S04965,09-06-2023 16:41,P1464,Sportswear_464,Sportswear,Blue,S,1,1776.54,1248.81,1776.54,1248.81,C24964,Priya_4964,Tiruchirappalli,10.7905,78.7047,SP129,Salesperson_29,Cancelled,third-party
S04966,17-02-2024 17:16,P1465,T-Shirts_465,T-Shirts,Yellow,S,1,1056.64,766.5,1056.64,766.5,C24965,Ganesh_4965,Madurai,9.9252,78.1198,SP120,Salesperson_20,Pending,mobile_app
S04967,15-05-2023 11:30,P1466,Kurta_466,Kurta,White,M,1,763.91,614.64,763.91,614.64,C24966,Vishal_4966,Salem,11.6643,78.146,SP148,Salesperson_48,Pending,in-store
S04968,08-08-2024 14:01,P1467,Kurta_467,Kurta,Maroon,L,1,945.79,772.85,945.79,772.85,C24967,Anu_4967,Coimbatore,11.0168,76.9558,SP107,Salesperson_7,Paid,online
S04969,16-06-2024 17:19,P1468,T-Shirts_468,T-Shirts,Black,S,2,297.65,205,595.3,410,C24968,Aarav_4968,Erode,11.34,77.7172,SP116,Salesperson_16,Paid,online
S04970,02-06-2023 13:11,P1469,Men's_469,Men's Shirts,Yellow,XL,4,1724.15,1111.28,6896.6,4445.12,C24969,Ravi_4969,Vellore,12.9165,79.1325,SP105,Salesperson_5,Returned,online
S04971,26-04-2024 13:16,P1470,Sarees_470,Sarees,Yellow,XL,1,2272.68,1925.93,2272.68,1925.93,C24970,Lakshmi_4970,Chennai,13.0827,80.2707,SP149,Salesperson_49,Shipped,in-store
S04972,07-04-2023 21:40,P1471,Kid's_471,Kid's Wear,Grey,XL,1,531.4,374.48,531.4,374.48,C24971,Ravi_4971,Chennai,13.0827,80.2707,SP110,Salesperson_10,Returned,third-party
S04973,16-01-2024 11:51,P1472,Women's_472,Women's Dresses,Green,XS,2,1774.21,1165.96,3548.42,2331.92,C24972,Devi_4972,Salem,11.6643,78.146,SP124,Salesperson_24,Pending,in-store
S04974,04-10-2024 17:48,P1473,Sportswear_473,Sportswear,Green,XS,2,1944.75,1392.86,3889.5,2785.72,C24973,Priya_4973,Madurai,9.9252,78.1198,SP146,Salesperson_46,Shipped,online
S04975,19-01-2024 19:06,P1474,Kurta_474,Kurta,Red,S,1,1012.77,666.86,1012.77,666.86,C24974,Kavin_4974,Tiruchirappalli,10.7905,78.7047,SP120,Salesperson_20,Cancelled,online
S04976,24-06-2023 19:09,P1475,T-Shirts_475,T-Shirts,Blue,XL,1,2152.48,1887.95,2152.48,1887.95,C24975,Sanjay_4975,Chennai,13.0827,80.2707,SP111,Salesperson_11,Cancelled,online
S04977,31-03-2024 10:47,P1476,Sarees_476,Sarees,Yellow,XXL,1,2286.53,1762.65,2286.53,1762.65,C24976,Sathish_4976,Vellore,12.9165,79.1325,SP129,Salesperson_29,Pending,in-store
